Date,Payee,Address,Amount,Account,Month,Cleaned Vendor,Category,Type
07/01/2024,VISA DDA PUR AP 480197     LOGAN CIRCLE FALCON FUEL    WASHINGTON    * DC,,-0.9,TD Bank 4317,2024-07,Logan Circle Falcon Fuel    Washington    *,Other,Expense
07/01/2024,VISA DDA PUR AP 480197     LOGAN CIRCLE FALCON FUEL    WASHINGTON    * DC,,-4.39,TD Bank 4317,2024-07,Logan Circle Falcon Fuel    Washington    *,Other,Expense
07/01/2024,DDA PURCHASE AP 319509     CVS PHARMACY  01 01364      WASHINGTON    * DC,,-3.59,TD Bank 4317,2024-07,CVS Pharmacy,Groceries,Expense
07/01/2024,Online  Xfer Transfer from SV x4317,,20,TD Bank 4317,2024-07,Internal Transfer,Transfers,Income
07/01/2024,Online  Xfer Transfer from SV x4317,,5,TD Bank 4317,2024-07,Internal Transfer,Transfers,Income
07/01/2024,VISA DDA PUR AP 479338     CASH APP BAGZO HAVIN        800 x1940   * CA,,-20,TD Bank 4317,2024-07,Cash App,Shopping,Expense
07/02/2024,Online  Xfer Transfer from SV x4317,,50,TD Bank 4317,2024-07,Internal Transfer,Transfers,Income
07/02/2024,VISA DDA PUR AP 405523     APPLE CASH SENT MONEY       1INFINITELOOP * CA,,-20,TD Bank 4317,2024-07,Apple Cash (Sent),Transfers,Expense
07/03/2024,VISA DDA PUR AP 449215     UBER   TRIP                 HELP UBER COM * CA,,-11.82,TD Bank 4317,2024-07,Uber,Transport,Expense
07/03/2024,VISA DDA PUR AP 494150     POPEYES 2545                DAVIDHMMSC AO * DC,,-11.7,TD Bank 4317,2024-07,Popeyes,Food & Dining,Expense
07/05/2024,Online  Xfer Transfer from SV x4317,,50,TD Bank 4317,2024-07,Internal Transfer,Transfers,Income
07/05/2024,ONE KARE ENTERPR PAYROLL,,707.37,TD Bank 4317,2024-07,Payroll,Income,Income
07/05/2024,VISA DDA PUR AP 442733     MCDONALD S F695             WASHINGTON    * DC,,-1.64,TD Bank 4317,2024-07,McDonald's,Food & Dining,Expense
07/08/2024,DDA TR NSFR TRANSFER TO SAVINGS ACCT     x4317,,-50,TD Bank 4317,2024-07,Transfer to Savings,Transfers,Expense
07/08/2024,VISA DDA PUR AP 469216     APPLE COM BILL              866 712 7753  * CA,,-10.79,TD Bank 4317,2024-07,Apple Subscriptions,Subscriptions,Expense
07/08/2024,VISA DDA PUR AP 423168     SAFEWAY 1276                WASHINGTON    * DC,,-8.19,TD Bank 4317,2024-07,Safeway 1276                Washington    *,Other,Expense
07/08/2024,VISA DDA PUR AP 443106     CHIPOTLE 0154               WASHINGTON    * DC,,-19.14,TD Bank 4317,2024-07,Chipotle,Food & Dining,Expense
07/08/2024,VISA DDA PUR AP 469216     APPLE COM BILL              866 712 7753  * CA,,-2.99,TD Bank 4317,2024-07,Apple Subscriptions,Subscriptions,Expense
07/08/2024,VISA DDA PUR AP 413746     TST   PIZZA   DUPONT        WASHINGTON    * DC,,-20.6,TD Bank 4317,2024-07,Tst   Pizza   Dupont        Washington    *,Other,Expense
07/08/2024,VISA DDA PUR AP 405523     APPLE CASH SENT MONEY       1INFINITELOOP * CA,,-10,TD Bank 4317,2024-07,Apple Cash (Sent),Transfers,Expense
07/08/2024,VISA DDA PUR AP 443106     CHIPOTLE 0154               WASHINGTON    * DC,,-15.24,TD Bank 4317,2024-07,Chipotle,Food & Dining,Expense
07/09/2024,VISA DDA PUR AP 403454     7 ELEVEN 35278              WASHINGTON    * DC,,-9.7,TD Bank 4317,2024-07,7-Eleven,Groceries,Expense
07/09/2024,VISA DDA PUR AP 405523     APPLE CASH SENT MONEY       1INFINITELOOP * CA,,-25,TD Bank 4317,2024-07,Apple Cash (Sent),Transfers,Expense
07/09/2024,DDA PURCHASE AP 319509     CVS PHARMACY  01 01386      BAILEYS CROSS * VA,,-4.18,TD Bank 4317,2024-07,CVS Pharmacy,Groceries,Expense
07/11/2024,VISA DDA PUR AP 469216     APPLE COM BILL              866 712 7753  * CA,,-14.03,TD Bank 4317,2024-07,Apple Subscriptions,Subscriptions,Expense
07/11/2024,VISA DDA PUR AP 479338     MCDONALDS 20863             WASHINGTON    * DC,,-6.63,TD Bank 4317,2024-07,McDonald's,Food & Dining,Expense
07/12/2024,VISA DDA PUR AP 405936     CASH APP SAKIN151           SAN FRANCISCO * CA,,-25,TD Bank 4317,2024-07,Cash App,Shopping,Expense
07/12/2024,DDA PURCHASE AP x3601   UPTOWN LIQUORS              BALTIMORE     * MD,,-152.58,TD Bank 4317,2024-07,Dda Purchase Ap X3601   Uptown Liquors  ,Other,Expense
07/12/2024,ROBINHOOD DEBITS,,-55.41,TD Bank 4317,2024-07,Robinhood Debits,Other,Expense
07/15/2024,VISA DDA PUR AP 411641     PP SPOTIFYUSAI              402 935 7733  * NY,,-6.35,TD Bank 4317,2024-07,Spotify,Subscriptions,Expense
07/15/2024,VISA DDA PUR AP 469216     EXXON C J KURI INCORPO      WASHINGTON    * DC,,-3.99,TD Bank 4317,2024-07,Exxon C J Kuri Incorpo      Washington    *,Other,Expense
07/15/2024,VISA DDA PUR AP 479338     MCDONALDS 5168              TOWSON        * MD,,-11.02,TD Bank 4317,2024-07,McDonald's,Food & Dining,Expense
07/15/2024,Online  Xfer Transfer from SV x4317,,500,TD Bank 4317,2024-07,Internal Transfer,Transfers,Income
07/15/2024,VISA DDA PUR AP 443106     CHIPOTLE 1228               TOWSON        * MD,,-15.69,TD Bank 4317,2024-07,Chipotle,Food & Dining,Expense
07/16/2024,BANK OF AMERICA ONLINE PMT,,-86,TD Bank 4317,2024-07,Bank of America (Payment),Debt Payments,Expense
07/17/2024,VISA DDA PUR AP 449215     UBER   TRIP                 HELP UBER COM * CA,,-10.99,TD Bank 4317,2024-07,Uber,Transport,Expense
07/18/2024,VISA DDA PUR AP 479338     MCDONALDS 20863             WASHINGTON    * DC,,-9.55,TD Bank 4317,2024-07,McDonald's,Food & Dining,Expense
07/18/2024,VISA DDA PUR AP 479338     MCDONALDS 20863             WASHINGTON    * DC,,-7.91,TD Bank 4317,2024-07,McDonald's,Food & Dining,Expense
07/19/2024,TD ZELLE RECEIVED 420100B01JY9 Zelle EDEN ABEBE,,11,TD Bank 4317,2024-07,Zelle (Received),Income,Income
07/19/2024,VISA DDA PUR AP 469216     UNITED      x7541    UNITED COM    * TX,,-94.48,TD Bank 4317,2024-07,United      X7541    United Com    *,Other,Expense
07/22/2024,VISA DDA PUR AP 413746     TST   PIZZA   DUPONT        WASHINGTON    * DC,,-10.99,TD Bank 4317,2024-07,Tst   Pizza   Dupont        Washington    *,Other,Expense
07/22/2024,DDA PURCHASE AP 315459     BROOK GEORGIA ENTERPRISE    WASHINGTON    * DC,,-68.44,TD Bank 4317,2024-07,Dda Purchase Ap 315459     Brook Georgia,Other,Expense
07/22/2024,VISA DDA PUR AP 479338     MCDONALDS 20863             WASHINGTON    * DC,,-5.27,TD Bank 4317,2024-07,McDonald's,Food & Dining,Expense
07/22/2024,VISA DDA PUR AP 469216     EXXON C J KURI INCORPO      WASHINGTON    * DC,,-1.89,TD Bank 4317,2024-07,Exxon C J Kuri Incorpo      Washington    *,Other,Expense
07/22/2024,VISA DDA PUR AP 405936     CASH APP BAGZ               SAN FRANCISCO * CA,,-25,TD Bank 4317,2024-07,Cash App,Shopping,Expense
07/22/2024,VISA DDA PUR AP 449215     UBER   TRIP                 HELP UBER COM * CA,,-13.98,TD Bank 4317,2024-07,Uber,Transport,Expense
07/23/2024,VISA DDA PUR AP 444500     5GUYS 1001 QSR              WASHINGTON    * DC,,-6.92,TD Bank 4317,2024-07,5Guys 1001 Qsr              Washington    *,Other,Expense
07/23/2024,VISA DDA PUR AP 444500     5GUYS 1001 QSR              WASHINGTON    * DC,,-15.56,TD Bank 4317,2024-07,5Guys 1001 Qsr              Washington    *,Other,Expense
07/24/2024,VISA DDA PUR AP 419880     PAYPAL  PLAYSTATION         x7733    * CA,,-10.59,TD Bank 4317,2024-07,PlayStation,Subscriptions,Expense
07/24/2024,VISA DDA PUR AP 469216     TST  TACO ROCK FALLS CHU    FALLS CHURCH  * VA,,-29.14,TD Bank 4317,2024-07,Tst  Taco Rock Falls Chu    Falls Church  *,Other,Expense
07/24/2024,VISA DDA PUR AP 401134     EMPOWER  EL ABADILA CH      HTTPSDRIVEEMP * VA,,-4.37,TD Bank 4317,2024-07,Empower  El Abadila Ch      Httpsdriveemp *,Other,Expense
07/25/2024,VISA DDA PUR AP 469216     APPLE COM BILL              866 712 7753  * CA,,-32.39,TD Bank 4317,2024-07,Apple Subscriptions,Subscriptions,Expense
07/25/2024,Online  Xfer Transfer to SV x4317,,-300,TD Bank 4317,2024-07,Transfer to Savings,Transfers,Expense
07/29/2024,DDA PURCHASE AP 315796     SHELL SERVICE STATION       WASHINGTON    * DC,,-14.99,TD Bank 4317,2024-07,Dda Purchase Ap 315796     Shell Service,Other,Expense
07/29/2024,DDA PURCHASE AP x0047   WM SUPERC WAL MART SUP      WASHINGTON    * DC,,-5.22,TD Bank 4317,2024-07,Walmart,Groceries,Expense
07/29/2024,VISA DDA PUR AP 469216     AMZN MKTP US RV87133L2      AMZN COM BILL * WA,,-23.95,TD Bank 4317,2024-07,Amzn Mktp Us Rv87133L2      Amzn Com Bill *,Other,Expense
07/29/2024,VISA DDA PUR AP 411641     MINT MOBILE                 800 683 7392  * CA,,-10.5,TD Bank 4317,2024-07,Mint Mobile,Bills & Utilities,Expense
07/29/2024,VISA DDA PUR AP 443106     CHIPOTLE 0154               WASHINGTON    * DC,,-11.66,TD Bank 4317,2024-07,Chipotle,Food & Dining,Expense
07/30/2024,Online  Xfer Transfer from SV x4317,,15,TD Bank 4317,2024-07,Internal Transfer,Transfers,Income
07/30/2024,TD ZELLE SENT 421200M0ANIU Zelle NAOL ANBESE,,-8,TD Bank 4317,2024-07,Zelle (Sent),Transfers,Expense
07/31/2024,Online  Xfer Transfer to SV x4317,,-600,TD Bank 4317,2024-07,Transfer to Savings,Transfers,Expense
07/31/2024,VISA DDA PUR AP 401134     EMPOWER  PETROS TEFERA      HTTPSDRIVEEMP * VA,,-7.95,TD Bank 4317,2024-07,Empower  Petros Tefera      Httpsdriveemp *,Other,Expense
07/31/2024,VISA DDA PUR AP 443106     CHIPOTLE 0154               WASHINGTON    * DC,,-10.56,TD Bank 4317,2024-07,Chipotle,Food & Dining,Expense
07/31/2024,VISA TRANSFER 455780     CASH APP NATANEM A CASH     SAN FRANCISCO * CA,,29.48,TD Bank 4317,2024-07,Cash App,Shopping,Income
07/31/2024,Online  Xfer Transfer from SV x4317,,12,TD Bank 4317,2024-07,Internal Transfer,Transfers,Income
07/31/2024,TD ZELLE RECEIVED 421300K0FQR6 Zelle EJAAZ KEREM,,575,TD Bank 4317,2024-07,Zelle (Received),Income,Income
08/01/2024,Online  Xfer Transfer from SV x4317,,20,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/01/2024,TD ZELLE SENT 421400O015X7 Zelle HANIEBAL GEBRIE,,-15,TD Bank 4317,2024-08,Zelle (Sent),Transfers,Expense
08/02/2024,VISA DDA PUR AP 469216     TST ROAMING ROOSTER   TE    WASHINGTON    * DC,,-21.2,TD Bank 4317,2024-08,Tst Roaming Rooster   Te    Washington    *,Other,Expense
08/02/2024,VISA DDA PUR AP 443106     CHIPOTLE 1390               WASHINGTON    * DC,,-3.58,TD Bank 4317,2024-08,Chipotle,Food & Dining,Expense
08/05/2024,VISA DDA PUR AP 424818     VENMO   LIAM JUDD           VISA DIRECT   * NY,,-250,TD Bank 4317,2024-08,Venmo,Transfers,Expense
08/05/2024,TD ZELLE SENT 421700C0E0L5 Zelle EJAAZ KEREM,,-575,TD Bank 4317,2024-08,Zelle (Sent),Transfers,Expense
08/05/2024,DDA PURCHASE AP x6409   CVS PHARM 01364  6514       WASHINGTON    * DC,,-21.65,TD Bank 4317,2024-08,CVS Pharmacy,Groceries,Expense
08/05/2024,VISA DDA PUR AP 401134     DOG HAUS HOUSE ACCOUNT      HTTPSINKIND C * TX,,-7.54,TD Bank 4317,2024-08,Dog Haus House Account      Httpsinkind C *,Other,Expense
08/05/2024,VISA DDA PUR AP 479338     MCDONALDS 20863             WASHINGTON    * DC,,-13.07,TD Bank 4317,2024-08,McDonald's,Food & Dining,Expense
08/05/2024,VISA DDA PUR AP 469216     EXXON C J KURI INCORPO      WASHINGTON    * DC,,-3.99,TD Bank 4317,2024-08,Exxon C J Kuri Incorpo      Washington    *,Other,Expense
08/05/2024,VISA DDA PUR AP 424818     VENMO   LAKE ONTARIO P      VISA DIRECT   * NY,,-575,TD Bank 4317,2024-08,Venmo,Transfers,Expense
08/05/2024,VISA DDA PUR AP 405936     CASH APP BAGZ               SAN FRANCISCO * CA,,-25,TD Bank 4317,2024-08,Cash App,Shopping,Expense
08/05/2024,RTP RCVD NATANEM ABEBE-Safe dep,,575,TD Bank 4317,2024-08,Rtp Rcvd Natanem Abebe-Safe Dep,Income,Income
08/05/2024,Online  Xfer Transfer from SV x4317,,575,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/05/2024,Online  Xfer Transfer from SV x4317,,250,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/05/2024,Online  Xfer Transfer from SV x4317,,50,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/05/2024,Online  Xfer Transfer from SV x4317,,30,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/06/2024,Online  Xfer Transfer from SV x4317,,42,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/06/2024,Online  Xfer Transfer from SV x4317,,100,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/06/2024,Online  Xfer Transfer from SV x4317,,500,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/06/2024,Online  Xfer Transfer to SV x4317,,-500,TD Bank 4317,2024-08,Transfer to Savings,Transfers,Expense
08/07/2024,HAYE A RECEIVER,,-500,TD Bank 4317,2024-08,Haye A Receiver,Other,Expense
08/07/2024,DDA PURCHASE AP x0052   WM SUPERC WAL MART SUP      WASHINGTON    * DC,,-21.18,TD Bank 4317,2024-08,Walmart,Groceries,Expense
08/07/2024,VISA DDA PUR AP 469216     APPLE COM BILL              866 712 7753  * CA,,-2.99,TD Bank 4317,2024-08,Apple Subscriptions,Subscriptions,Expense
08/07/2024,VISA DDA PUR AP 469216     AMAZON MKTPL RF4MS6RK2      AMZN COM BILL * WA,,-25.42,TD Bank 4317,2024-08,Amazon,Shopping,Expense
08/07/2024,VISA DDA PUR AP 469216     AMZN MKTP US RF89S8U42      AMZN COM BILL * WA,,-6.35,TD Bank 4317,2024-08,Amzn Mktp Us Rf89S8U42      Amzn Com Bill *,Other,Expense
08/07/2024,VISA DDA PUR AP 469216     AMAZON MKTPL RF1AC8SC1      AMZN COM BILL * WA,,-39.21,TD Bank 4317,2024-08,Amazon,Shopping,Expense
08/08/2024,OVERDRAFT PD,,-35,TD Bank 4317,2024-08,Overdraft Fee,Bank Fees,Expense
08/09/2024,Online  Xfer Transfer from SV x4317,,490,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/14/2024,DDA PURCHASE AP x6801   WAL MART  5968              WASHINGTON    * DC,,-7.6,TD Bank 4317,2024-08,Walmart,Groceries,Expense
08/15/2024,VISA DDA PUR AP 411641     PP SPOTIFYUSAI              402 935 7733  * NY,,-6.35,TD Bank 4317,2024-08,Spotify,Subscriptions,Expense
08/16/2024,TD ZELLE RECEIVED 422900J0CEMB Zelle BIRHANU GEBIREMES,,1000,TD Bank 4317,2024-08,Zelle (Received),Income,Income
08/16/2024,DDA PURCHASE AP 319245     AUTOZONE  5234 955 LONGF    WASHINGTON    * DC,,-1.05,TD Bank 4317,2024-08,AutoZone,Auto & Gas,Expense
08/19/2024,DDA PURCHASE AP 315796     SHELL SERVICE STATION       WASHINGTON    * DC,,-36.04,TD Bank 4317,2024-08,Dda Purchase Ap 315796     Shell Service,Other,Expense
08/19/2024,DISCOVER E-PAYMENT,,-621.5,TD Bank 4317,2024-08,Discover (Payment),Debt Payments,Expense
08/19/2024,VISA DDA PUR AP 442733     MCDONALD S F20863           WASHINGTON    * DC,,-11.76,TD Bank 4317,2024-08,McDonald's,Food & Dining,Expense
08/19/2024,RTP RCVD NATANEM ABEBE,,600,TD Bank 4317,2024-08,Rtp Rcvd Natanem Abebe,Income,Income
08/19/2024,Online  Xfer Transfer to SV x4317,,-950,TD Bank 4317,2024-08,Transfer to Savings,Transfers,Expense
08/19/2024,VISA DDA PUR AP 442733     MCDONALD S F695             WASHINGTON    * DC,,-1.64,TD Bank 4317,2024-08,McDonald's,Food & Dining,Expense
08/19/2024,HANDLING CHG REVERSAL,,35,TD Bank 4317,2024-08,Handling Chg Reversal,Income,Income
08/19/2024,VISA DDA PUR AP 416407     TARGET        x3282      WASHINGTON    * DC,,-22.25,TD Bank 4317,2024-08,Target        X3282      Washington    *,Other,Expense
08/20/2024,Online  Xfer Transfer from SV x4317,,150,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/20/2024,DDA PURCHASE AP x4804   RIGGS RD MART               HYATTSVILLE   * MD,,-10.59,TD Bank 4317,2024-08,Dda Purchase Ap X4804   Riggs Rd Mart   ,Other,Expense
08/21/2024,DDA PURCHASE AP x0047   WM SUPERC WAL MART SUP      WASHINGTON    * DC,,-21.79,TD Bank 4317,2024-08,Walmart,Groceries,Expense
08/21/2024,TD ZELLE SENT 423400H01HHZ Zelle EJAAZ KEREM,,-395,TD Bank 4317,2024-08,Zelle (Sent),Transfers,Expense
08/21/2024,Online  Xfer Transfer from SV x4317,,300,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/21/2024,Online  Xfer Transfer from SV x4317,,50,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/21/2024,VISA DDA PUR AP 443106     CHIPOTLE ONLINE             CHIPOTLE COM  * CA,,-11.11,TD Bank 4317,2024-08,Chipotle,Food & Dining,Expense
08/22/2024,TD ZELLE RECEIVED 423500D0E7HE Zelle EJAAZ KEREM,,40,TD Bank 4317,2024-08,Zelle (Received),Income,Income
08/22/2024,Online  Xfer Transfer from SV x4317,,150,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/22/2024,VISA DDA PUR AP 469216     APPLE COM BILL              866 712 7753  * CA,,-21.59,TD Bank 4317,2024-08,Apple Subscriptions,Subscriptions,Expense
08/22/2024,VISA DDA PUR AP 469216     APPLE COM BILL              866 712 7753  * CA,,-10.99,TD Bank 4317,2024-08,Apple Subscriptions,Subscriptions,Expense
08/22/2024,TD ZELLE SENT 423500E0JQ93 Zelle ABRAHAM BERHANE,,-150,TD Bank 4317,2024-08,Zelle (Sent),Transfers,Expense
08/23/2024,Online  Xfer Transfer from SV x4317,,20,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/23/2024,Online  Xfer Transfer from SV x4317,,25,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/23/2024,Online  Xfer Transfer from SV x4317,,30,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/23/2024,VISA DDA PUR AP 405936     CASH APP DRIFT2RICCO        SAN FRANCISCO * CA,,-60,TD Bank 4317,2024-08,Cash App,Shopping,Expense
08/23/2024,DDA PURCHASE AP 315796     SHELL SERVICE STATION       PHILADELPHIA  * PA,,-55.93,TD Bank 4317,2024-08,Dda Purchase Ap 315796     Shell Service,Other,Expense
08/26/2024,DDA PURCHASE AP x0047   WAL MART SUPER CENTER       OSWEGO        * NY,,-25.87,TD Bank 4317,2024-08,Walmart,Groceries,Expense
08/26/2024,VISA DDA PUR AP 424818     VENMO   NICHOLAS FIORI      VISA DIRECT   * NY,,-10,TD Bank 4317,2024-08,Venmo,Transfers,Expense
08/26/2024,DDA PURCHASE AP x4917   BYRNE DAI 97 E BRIDGE       OSWEGO        * NY,,-6.69,TD Bank 4317,2024-08,Byrne Dairy,Food & Dining,Expense
08/26/2024,TD ZELLE RECEIVED 423800M0MFH6 Zelle BIRHANU GEBIREMES,,300,TD Bank 4317,2024-08,Zelle (Received),Income,Income
08/26/2024,VISA DDA PUR AP 475542     A AND A GROCERY STORE       PHILADELPHIA  * PA,,-25.75,TD Bank 4317,2024-08,A And A Grocery Store       Philadelphia  *,Other,Expense
08/26/2024,VISA DDA PUR AP 475542     A AND A GROCERY STORE       PHILADELPHIA  * PA,,-2.25,TD Bank 4317,2024-08,A And A Grocery Store       Philadelphia  *,Other,Expense
08/26/2024,TD ZELLE RECEIVED 423700P01RH5 Zelle EJAAZ KEREM,,35,TD Bank 4317,2024-08,Zelle (Received),Income,Income
08/26/2024,VISA DDA PUR AP 431605     SHELL OILx0012        PHILADELPHIA  * PA,,-2,TD Bank 4317,2024-08,Shell Oilx0012        Philadelphia  *,Other,Expense
08/27/2024,VISA DDA PUR AP 424818     VENMO   DENIZHAN CITIROG    VISA DIRECT   * NY,,-10,TD Bank 4317,2024-08,Venmo,Transfers,Expense
08/27/2024,VISA DDA PUR AP 424818     VENMO   NICHOLAS FIORIO     VISA DIRECT   * NY,,-10,TD Bank 4317,2024-08,Venmo,Transfers,Expense
08/27/2024,VISA DDA PUR AP 424818     VENMO   NICHOLAS FIORIO     VISA DIRECT   * NY,,-90,TD Bank 4317,2024-08,Venmo,Transfers,Expense
08/28/2024,VISA DDA PUR AP 469216     SQ  5 POINTS WINE   LIQU    OSWEGO        * NY,,-3.61,TD Bank 4317,2024-08,5 Points Wine,Nightlife,Expense
08/28/2024,VISA DDA PUR AP 413746     BYRNE DAIRY 10              OSWEGO        * NY,,-5.37,TD Bank 4317,2024-08,Byrne Dairy,Food & Dining,Expense
08/28/2024,VISA DDA PUR AP 424818     VENMO   NICHOLAS FIORIO     VISA DIRECT   * NY,,-25,TD Bank 4317,2024-08,Venmo,Transfers,Expense
08/29/2024,DDA PURCHASE AP x0039   WAL MART SUPER CENTER       OSWEGO        * NY,,-58.16,TD Bank 4317,2024-08,Walmart,Groceries,Expense
08/29/2024,VISA DDA PUR AP 469216     AMAZON PRIME RK7689LJ0      AMZN COM BILL * WA,,-73.14,TD Bank 4317,2024-08,Amazon Prime,Subscriptions,Expense
08/29/2024,VISA DDA PUR AP 413746     BYRNE DAIRY 10              OSWEGO        * NY,,-2.19,TD Bank 4317,2024-08,Byrne Dairy,Food & Dining,Expense
08/30/2024,Online  Xfer Transfer from SV x4317,,10,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/30/2024,TD ZELLE RECEIVED 424300O0K2WZ Zelle EJAAZ KEREM,,34,TD Bank 4317,2024-08,Zelle (Received),Income,Income
08/30/2024,Online  Xfer Transfer from SV x4317,,50,TD Bank 4317,2024-08,Internal Transfer,Transfers,Income
08/30/2024,TD ZELLE SENT 424200O0I0EK Zelle MARQUIS O'NEAL,,-10,TD Bank 4317,2024-08,Zelle (Sent),Transfers,Expense
08/30/2024,DDA PURCHASE AP 477758     SMOKER S CHOICE 47          OSWEGO        * NY,,-6.03,TD Bank 4317,2024-08,Smoke Shop,Tobacco,Expense
08/30/2024,Online  Xfer Transfer to SV x4317,,-50,TD Bank 4317,2024-08,Transfer to Savings,Transfers,Expense
09/03/2024,DDA PURCHASE AP 0200       FASTRAC 0201 214 W BRI      OSWEGO        * NY,,-11.63,TD Bank 4317,2024-09,Fastrac,Groceries,Expense
09/03/2024,TD ZELLE SENT 424400H020SB Zelle DENIZHAN CITIROGLU,,-10,TD Bank 4317,2024-09,Zelle (Sent),Transfers,Expense
09/03/2024,VISA DDA PUR AP 400958     FAIR HAVEN SP PKHB          FAIR HAVEN    * NY,,-9,TD Bank 4317,2024-09,Fair Haven Sp Pkhb          Fair Haven    *,Other,Expense
09/03/2024,VISA DDA PUR AP 413746     BYRNE DAIRY 10              OSWEGO        * NY,,-6.67,TD Bank 4317,2024-09,Byrne Dairy,Food & Dining,Expense
09/03/2024,Online  Xfer Transfer from SV x4317,,50,TD Bank 4317,2024-09,Internal Transfer,Transfers,Income
09/03/2024,DDA PURCHASE AP x4917   BYRNE DAI 97 E BRIDGE       OSWEGO        * NY,,-44.27,TD Bank 4317,2024-09,Byrne Dairy,Food & Dining,Expense
09/05/2024,TD ZELLE RECEIVED 424900J0C29E Zelle NATANEM ABEBE,,70,TD Bank 4317,2024-09,Zelle (Received),Income,Income
09/05/2024,TD ZELLE RECEIVED 424900I0DNX1 Zelle NATANEM ABEBE,,130,TD Bank 4317,2024-09,Zelle (Received),Income,Income
09/05/2024,VISA DDA PUR AP 424818     VENMO   LIAM JUDD           VISA DIRECT   * NY,,-130,TD Bank 4317,2024-09,Venmo,Transfers,Expense
09/05/2024,VISA DDA PUR AP 424818     VENMO   LIAM JUDD           VISA DIRECT   * NY,,-70,TD Bank 4317,2024-09,Venmo,Transfers,Expense
09/06/2024,VISA DDA PUR AP 424818     VENMO   DENIZHAN CITIR      VISA DIRECT   * NY,,-10,TD Bank 4317,2024-09,Venmo,Transfers,Expense
09/09/2024,NONTD ATM FEE,,-3,TD Bank 4317,2024-09,ATM Fee,Bank Fees,Expense
09/09/2024,VISA DDA PUR AP 425138     ALLEY CAT                   OSWEGO        * NY,,-12,TD Bank 4317,2024-09,Alley Cat (Bar),Nightlife,Expense
